0;9;0;True;Black
0;9;1;True;GreenYellow
0;9;2;True;GreenYellow
0;9;3;True;GreenYellow
0;9;4;True;GreenYellow
0;9;6;True;White
0;9;7;True;White
0;9;8;True;White
0;9;10;True;Blue
0;9;11;True;Blue
0;9;12;True;Blue
0;9;13;True;GreenYellow
0;9;14;True;GreenYellow
0;9;15;True;Black
1;9;0;True;Black
1;9;1;True;GreenYellow
1;9;2;True;GreenYellow
1;9;3;True;GreenYellow
1;9;4;True;GreenYellow
1;9;5;True;GreenYellow
1;9;6;True;White
1;9;7;True;White
1;9;8;True;White
1;9;9;True;GreenYellow
1;9;10;True;Blue
1;9;11;True;Blue
1;9;12;True;Blue
1;9;13;True;GreenYellow
1;9;14;True;GreenYellow
1;9;15;True;Black
2;9;0;True;Black
2;9;1;True;GreenYellow
2;9;2;True;GreenYellow
2;9;3;True;GreenYellow
2;9;5;True;GreenYellow
2;9;6;True;White
2;9;7;True;White
2;9;8;True;White
2;9;9;True;GreenYellow
2;9;10;True;GreenYellow
2;9;11;True;Blue
2;9;12;True;Blue
2;9;13;True;Blue
2;9;14;True;GreenYellow
2;9;15;True;Black
2;12;2;True;Green
2;12;3;True;Green
2;12;4;True;Green
2;13;2;True;Green
2;13;3;True;Green
2;13;4;True;Green
2;14;2;True;Green
2;14;3;True;Green
2;14;4;True;Green
3;9;0;True;Black
3;9;1;True;GreenYellow
3;9;2;True;GreenYellow
3;9;4;True;GreenYellow
3;9;5;True;GreenYellow
3;9;6;True;White
3;9;7;True;White
3;9;8;True;White
3;9;9;True;GreenYellow
3;9;11;True;Blue
3;9;12;True;Blue
3;9;13;True;Blue
3;9;14;True;GreenYellow
3;9;15;True;Black
3;10;3;True;Brown
3;11;3;True;Brown
3;12;2;True;Green
3;12;3;True;Brown
3;12;4;True;Green
3;13;2;True;Green
3;13;3;True;Brown
3;13;4;True;Green
3;14;2;True;Green
3;14;3;True;Green
3;14;4;True;Green
3;15;3;True;Green
4;9;0;True;Black
4;9;1;True;GreenYellow
4;9;2;True;GreenYellow
4;9;3;True;GreenYellow
4;9;4;True;GreenYellow
4;9;5;True;GreenYellow
4;9;6;True;White
4;9;7;True;White
4;9;8;True;White
4;9;9;True;GreenYellow
4;9;11;True;Blue
4;9;12;True;Blue
4;9;13;True;GreenYellow
4;9;14;True;GreenYellow
4;9;15;True;Black
4;12;2;True;Green
4;12;3;True;Green
4;12;4;True;Green
4;13;2;True;Green
4;13;3;True;Green
4;13;4;True;Green
4;14;2;True;Green
4;14;3;True;Green
4;14;4;True;Green
5;9;0;True;Black
5;9;2;True;GreenYellow
5;9;3;True;GreenYellow
5;9;4;True;GreenYellow
5;9;5;True;GreenYellow
5;9;6;True;White
5;9;7;True;White
5;9;8;True;White
5;9;9;True;GreenYellow
5;9;10;True;GreenYellow
5;9;11;True;Blue
5;9;12;True;Blue
5;9;13;True;GreenYellow
5;9;14;True;GreenYellow
5;9;15;True;Black
6;9;0;True;Black
6;9;1;True;GreenYellow
6;9;2;True;GreenYellow
6;9;3;True;GreenYellow
6;9;4;True;GreenYellow
6;9;5;True;GreenYellow
6;9;6;True;White
6;9;7;True;White
6;9;8;True;White
6;9;10;True;Blue
6;9;11;True;Blue
6;9;12;True;Blue
6;9;14;True;GreenYellow
6;9;15;True;Black
7;9;0;True;Black
7;9;1;True;GreenYellow
7;9;4;True;GreenYellow
7;9;5;True;GreenYellow
7;9;6;True;White
7;9;7;True;White
7;9;8;True;White
7;9;9;True;GreenYellow
7;9;10;True;GreenYellow
7;9;11;True;Blue
7;9;12;True;Blue
7;9;13;True;Blue
7;9;14;True;GreenYellow
7;9;15;True;Black
8;9;0;True;Black
8;9;2;True;GreenYellow
8;9;3;True;GreenYellow
8;9;4;True;GreenYellow
8;9;5;True;GreenYellow
8;9;6;True;White
8;9;7;True;White
8;9;8;True;White
8;9;9;True;GreenYellow
8;9;10;True;GreenYellow
8;9;11;True;Blue
8;9;12;True;Blue
8;9;13;True;Blue
8;9;15;True;Black
9;9;0;True;Black
9;9;1;True;GreenYellow
9;9;3;True;GreenYellow
9;9;4;True;GreenYellow
9;9;5;True;GreenYellow
9;9;6;True;White
9;9;7;True;White
9;9;8;True;White
9;9;9;True;GreenYellow
9;9;10;True;GreenYellow
9;9;12;True;Blue
9;9;13;True;Blue
9;9;14;True;GreenYellow
9;9;15;True;Black
10;9;0;True;Black
10;9;1;True;GreenYellow
10;9;2;True;GreenYellow
10;9;3;True;GreenYellow
10;9;4;True;GreenYellow
10;9;5;True;GreenYellow
10;9;6;True;White
10;9;7;True;White
10;9;8;True;White
10;9;10;True;GreenYellow
10;9;11;True;GreenYellow
10;9;12;True;GreenYellow
10;9;13;True;GreenYellow
10;9;14;True;GreenYellow
10;9;15;True;Black
11;9;0;True;Black
11;9;1;True;Black
11;9;2;True;Black
11;9;3;True;Black
11;9;4;True;Black
11;9;5;True;Black
11;9;6;True;Black
11;9;7;True;Black
11;9;8;True;Black
11;9;9;True;Black
11;9;10;True;Black
11;9;11;True;Black
11;9;12;True;Black
11;9;13;True;Black
11;9;14;True;Black
11;9;15;True;Black
